id,title,date,location
6402,ISIS DANCE OPEN - Junior II D Standard 2021.10.23,2021.10.23,"Szombathely, Március 15.tér 5"
6403,Balaton Summer Táncverseny - Szóló Gyermek II. E LAT 2024.08.10,2024.08.10,"8700 Marcali, Park utca 16"
6404,Hungarian Open - Senior III Open Standard 2018.10.14,2018.10.14,Budapest
6405,"Botafogo Kupa U21 standard MB, U21 latin MB, Kűr MB - Ifjúsági C Standard 2022.05.14",2022.05.14,"1213 Budapest, Hollandi út 8"
6406,"E hattánc Országos Bajnokság, D nyolctánc Országos Bajnokság és klubközi versenyek - OB Junior II D 8T 2017.03.04",2017.03.04,Baja
6407,Közép-Magyarország Területi Bajnokság - TB Gyermek I E LAT 2024.03.03,2024.03.03,"Csömör, Major út 7-9"
6408,XI. Kner Kupa- Klubközi és Szabadidősport Táncverseny - Gyermek II Kezdő páros standard 2019.03.24,2019.03.24,Mezőtúr
6409,XII. FEKETE SAS KUPA - Junior I E LAT 2017.11.04,2017.11.04,Hódmezővásárhely
6410,X. Gemenc Kupa - Junior II D LAT 2015.03.22,2015.03.22,Tolna
6411,I. C&M KUPA - Ifjúsági D LAT 2016.10.02,2016.10.02,Siófok
6412,"Szőke Tisza 2017. 
OPEN Nemzetközi Táncverseny - Felnőtt D Standard 2017.06.10",2017.06.10,Szeged
6413,X. Zala Open - Gyermek LAT Lányformáció / Children All ladies LAT 2017.10.28,2017.10.28,Zalaegerszeg
6414,"Lászlóvill Kupa RL, Klubközi Táncverseny - I-E-LAT 2019.05.18",2019.05.18,Székesfehérvár
6415,"IX. Gemenc Kupa - Junior II. ""D"" Standard 2014.11.09",2014.11.09,Tolna
6416,Kelet-Magyarország Területi Bajnokság - TB Ifjúsági E LAT 2018.03.03,2018.03.03,Szentes
6417,"XXIV. Gála Kupa,U21 Standard és Latin Magyar Bajnokság - Felnőtt C Standard 2023.10.15",2023.10.15,Zalakerámia Sport-és Rendezvénycsarnok
6418,"ISIS DANCE OPEN Felnőtt, Ifjúsági Latin és Junior Tíztánc Ranglista és Klubközi Verseny - Gyerek Kezdő LAT 2014.10.19",2014.10.19,Szombathely
6419,V. Danza Kupa - Felnőtt D Standard 2016.05.08,2016.05.08,Budapest
6420,IV. C&M Kupa - Felnõtt B LAT 2019.11.09,2019.11.09,"8600 Siófok, Szépvölgyi út 2"
6421,Szőke Tisza 2024 Nemzetközi Táncverseny - Gyermek II E STT 2024.06.16,2024.06.16,"Városi Sportcsarnok Szeged, Temesvári krt. 33."
6422,"B-A-S Országos Bajnokság, Senior Open Országos Bajnokság, II. Nyíri Lajos Emlékverseny - OB Junior II B Standard 2018.12.15",2018.12.15,Békéscsaba
6423,IV. Sundance Kupa E hattánc D Nyolctánc OB - OB Senior II D 8 tánc 2021.05.08,2021.05.08,6440 Jánoshalma Bernáth Zoltán utca 1
6424,"VIII. Gemenc Kupa E 6Tánc, D 8Tánc OB és U21 Tíztánc Magyar Bajnokság - Junior II. ""D"" Nyolctánc 2014.03.29",2014.03.29,Tolna
6425,"iDance X - Felnőtt-Ifjúsági Standard, Junior Tíztánc, Senior Standard és Professzionista Latin Ranglistaversen,és Klubközi Táncverseny - Ifjúsági A LAT 2018.05.26",2018.05.26,Kozármisleny
6426,"SZIGO Kupa Felnőtt-Ifjúsági Latin, Junior Tíztánc, Senior Latin Ranglistaverseny - Ifjúsági C Standard 2018.11.25",2018.11.25,Pécs
6427,-  0000.00.00,0000.00.00,
6428,Hungarian Open - Junior II B Standard 2018.10.14,2018.10.14,Budapest
6429,"E Országos Bajnokság, U21 10 Tánc Magyar Bajnokság és Klubközi Verseny - OB Gyermek II E Standard 2020.09.12",2020.09.12,"2146. Mogyoród, Iskola út 5"
6430,Ritmo Kupa - OB Gyermek II C LAT 2024.11.09,2024.11.09,"7624 Pécs, Ifjúság útja 6"
6431,"XIV. RexTerra Kupa, Ranglista és klubközi versenyek - Ifjúsági B Standard 2019.11.30",2019.11.30,6400 Kiskunhalas Kossuth utca 23
6432,Közép-Magyarország Területi Bajnokság - Ifjúsági C LAT 2021.03.07,2021.03.07,"Csömör, Major út 7-9"
6433,"IV.Eraklin Kupa - Senior ""E"" Standard 2014.09.20",2014.09.20,Nagykanizsa
6434,"III. FULLDANCE KUPA OPEN FORMÁCIÓS RANGLISTA, RISING STAR STANDARD-LATIN ÉS KLUBKÖZI TÁNCVERSENY - Ifjúsági D Standard 2016.04.16",2016.04.16,Tápiószentmárton
6435,Hungarian Open - Senior I D LAT 2018.10.14,2018.10.14,Budapest
6436,-  0000.00.00,0000.00.00,
6437,TáncSport Magyar Bajnokságok 2016 - MB Gyermek Standard 2016.01.31,2016.01.31,Szigetszentmiklós
6438,"IX. Forma Kupa, D Országos Bajnokság - Felnőtt E LAT 2015.11.07",2015.11.07,Algyő
6439,C és B Tíztánc Országos Bajnokság és Klubközi Táncverseny - OB Gyermek II C Tíztánc 2019.03.23,2019.03.23,Kozármisleny
6440,Kelet-Magyarország Területi Bajnokság - TB Felnőtt A Standard 2018.03.03,2018.03.03,Szentes
6441,TáncSport Magyar Bajnokságok 2017 - LAT Mix B Liga Formációs Táncok Magyar Bajnoksága 2017.02.04,2017.02.04,Szigetszentmiklós
6442,XVI. Kistelek Open - WDSF ADULT INTERNATIONAL OPEN STANDARD 2019.09.29,2019.09.29,Kistelek
6443,Spirit Kupa C-B Tíztánc Országos Bajnokságok és klubközi verseny - Szóló Junior II. E Standard 2025.03.09,2025.03.09,Kiskunmajsa Aréna
6444,VIII. Kner Kupa- C és B Tíztánc OB és Klubközi Táncverseny - Ifjúsági B Tíztánc Országos Bajnokság 2015.04.11,2015.04.11,Mezőtúr
6445,XIII. Ritmo Kupa - Ifjúsági D LAT 2016.10.09,2016.10.09,Mohács
6446,"Lászlóvill Kupa Felnőtt-Ifjúsági Standard, Junior Tíztánc Ranglista és Klubközi Verseny - Felnőtt E Standard 2017.04.23",2017.04.23,Székesfehérvár
6447,VII. Hatvan Kupa - JUNIOR1-Kezdő-LAT Szóló 2015.05.10,2015.05.10,Hatvan
6448,Balaton Summer Táncverseny - Junior II C Standard 2023.08.12,2023.08.12,"Marcali, Park utca 16"
6449,Kelet-Magyarország Területi Bajnokság - TB Ifjúsági B Standard 2023.02.25,2023.02.25,"4060 Balmazújváros, Kastélykert utca 3"
6450,DanceNet Kupa - Ifjúsági E Standard 2023.12.17,2023.12.17,"Csömör, Major út 7-9"
6451,"B-A-S Országos Bajnokság, Senior Open Országos Bajnokság - MB U21 Standard 2017.12.02",2017.12.02,Békéscsaba
6452,"MTÁSZ E Országos Bajnokság, U21 10 Tánc Magyar Bajnokság és Klubközi Verseny - Junior I D Standard 2019.09.14",2019.09.14,Csömör
6453,XII. Kistelek Open - Juvenile I-II / Gyermek I-II Open Standard 2015.09.20,2015.09.20,Kistelek
6454,XXIII. Gála Kupa Táncverseny és ParaDance Magyar Bajnokság - Ifjúsági B LAT 2022.10.02,2022.10.02,8900 Zalaegerszeg Stadion u 3
6455,"ISIS DANCE OPEN - Felnőtt-Ifjúsági Tíztánc, Junior Standard Ranglista - Gyermek II D Standard 2016.11.26",2016.11.26,Szombathely
6456,C és B Tíztánc Országos Bajnokság és Klubközi Táncverseny - OB Felnőtt B Tíztánc 2018.04.14,2018.04.14,Szekszárd
6457,Balaton Summer Táncverseny - Junior I D LAT 2023.08.13,2023.08.13,"Marcali, Park utca 16"
6458,Kelet Magyarország Területi Bajnokság - TB Junior II E LAT 2019.03.02,2019.03.02,Kunszentmárton
6459,B-A-S és Senior Open Országos Bajnokság és Klubközi Táncverseny - Szóló Junior I. D LAT 2024.11.30,2024.11.30,"4060 Balmazújváros, Kastélykert utca 3"
6460,"IX. Forma Kupa, D Országos Bajnokság - OB Senior II D LAT 2015.11.07",2015.11.07,Algyő
6461,XV. RexTerra Kupa - Junior I D LAT 2021.11.13,2021.11.13,"Kiskunhalas, Kossuth utca 23"
6462,35. Bem kupa - Ifjúsági D LAT 2024.09.28,2024.09.28,"Zrínyi Miklós Gimnázium Budapest, Mádi u. 173"
6463,"Felnőtt-Ifjúsági Standard, Junior Latin, Senior Standard Ranglista - Gyermek I E Standard 2018.11.03",2018.11.03,Algyő
6464,XV. Fekete Sas kupa - Junior I E LAT 2020.10.31,2020.10.31,"6800 Hódmezővásárhely, Kossuth tér 3"
6465,XIV. Hatvan Kupa - Felnőtt D Standard 2022.05.07,2022.05.07,"3000. Hatvan, Balassi Bálint út 2"
6466,"TáncSport Magyar Bajnokság, C és B Tíztánc Országos Bajnokság - MB Senior IV  Standard 2023.04.15",2023.04.15,"1213 Budapest, Hollandi út 8"
6467,Kelet-Magyarország Területi Bajnokság - TB Felnőtt A STT 2015.03.07,2015.03.07,Nyíradony
6468,Közép-Magyarország Területi Bajnokság - Szóló Senior E LAT 2024.03.03,2024.03.03,"Csömör, Major út 7-9"
6469,XXIV.Zánkai Táncfesztivál - Junior I C Standard 2018.08.18,2018.08.18,Zánka
6470,XXII. ZÁNKAI TÁNCFESZTIVÁL - Junior II E LAT 2016.08.27,2016.08.27,Zánka
6471,II. C&M KUPA - Felnőtt A LAT 2017.10.08,2017.10.08,Siófok
6472,SAVARIA Nemzetközi Táncverseny - Ifjúsági B Standard 2024.12.14,2024.12.14,"9700 Szombathely, Rohonci út 3"
6473,"II. Pro-Art Grand Prix U21 Standard MB - Felnőtt ""C"" LAT 2014.09.13",2014.09.13,Kistelek
6474,Balaton Summer Táncverseny - Gyermek II E LAT 2024.08.10,2024.08.10,"8700 Marcali, Park utca 16"
6475,C és B Tíztánc Országos Bajnokság és Klubközi Táncverseny - Ifjúsági D Standard 2016.04.02,2016.04.02,Szekszárd
6476,"ISIS DANCE OPEN-Felnőtt-Ifjúsági Tíztánc, Junior Standard, Senior 10 Tánc, Professional Latin ranglista - Junior II D LAT 2018.10.27",2018.10.27,Szombathely
6477,XXII. ZÁNKAI TÁNCFESZTIVÁL - Ifjúsági D Standard 2016.08.26,2016.08.26,Zánka
6478,-  0000.00.00,0000.00.00,
6479,24. Bem kupa - Ifjúsági B Standard 2015.12.06,2015.12.06,Budapest
6480,Spirit Kupa Kiskunmajsa - Junior II D Standard 2021.10.30,2021.10.30,"6120 Kiskunmajsa, Iskola utca 17"
6481,"Nyolctánc, Tíztánc Magyar Bajnokság - Felnőtt E LAT 2024.04.20",2024.04.20,"9700 Szombathely, Március 15 tér 5"
6482,28. Bem kupa - Junior I D Standard 2018.05.27,2018.05.27,Mogyoród
6483,B-A-S és Senior Open Országos Bajnokság és Klubközi Táncverseny - OB Ifjúsági B LAT 2024.11.30,2024.11.30,"4060 Balmazújváros, Kastélykert utca 3"
6484,MTÁSZ Pest-megyei Régió Bajnokság - TB Felnőtt E Standard 2016.03.12,2016.03.12,Csömör
6485,"Tíztánc MB, Nyolctánc MB - Forma kupa - Ifjúsági C LAT 2022.03.19",2022.03.19,Algyői Fehér Ignác Általánmos Iskola Tornacsarnok
6486,XV. Hatvan Kupa - Felnőtt C LAT 2023.05.27,2023.05.27,"3000. Hatvan, Balassi Bálint út 2"
6487,Ritmo Kupa - C OB és Klubközi Táncverseny - Szóló Junior C LAT 2023.11.04,2023.11.04,"7761 Kozármisleny, Alkotmány tér 53"
6488,27. Bem kupa - Junior I D LAT 2017.11.18,2017.11.18,Mogyoród
6489,"IV. FULLDANCE KUPA ORSZÁGOS IFJÚSÁGI-FELNŐTT LATIN, JUNIOR STANDARD ÉS PROFESSZIONISTA STANDARD RANGLISTAVERSENY ÉS KLUBKÖZI TÁNCVERSENY - Ifjúsági D LAT 2017.04.08",2017.04.08,Tápiószentmárton
6490,iDanceKupa 2015 - Junior I C LAT 2015.05.09,2015.05.09,Pécs
6491,XI. FEKETE SAS KUPA - Ifjúsági E Standard 2016.11.20,2016.11.20,Hódmezővásárhely
6492,IX. Eraklin Kupa Klubközi Táncverseny - Ifjúsági D LAT 2019.11.03,2019.11.03,Nagykanizsa SZC Zsigmondy Vilmos Szakképző Iskoláj
6493,Balaton Summer Táncverseny - Felnõtt C LAT 2021.08.14,2021.08.14,"Marcali, Park u. 16"
6494,"I. Szoldance Kupa -Hattánc, Nyolctánc Országos Bajnokság és Klubközi Táncverseny - Senior I C LAT 2023.02.11",2023.02.11,"5000 Szolnok, Tiszaligeti sétány 2"
6495,Nyugat- Magyarország Területi Bajnokság - TB Junior II E LAT 2018.03.03,2018.03.03,Kaposvár
6496,Balaton Summer Táncverseny - Junior I D LAT 2021.08.15,2021.08.15,"Marcali, Park u. 16"
6497,Balaton Summer Táncverseny - Felnőtt B LAT 2023.08.12,2023.08.12,"Marcali, Park utca 16"
6498,Nyugat- Magyarország Területi Bajnokság - TB Ifjúsági D Standard 2019.03.02,2019.03.02,Kaposvár
6499,"B, A, S és Senior Open Országos Bajnokság - Felnőtt ""A"" LAT OB 2014.12.13",2014.12.13,Békéscsaba
6500,Nyugat-Magyarország Területi Bajnokság - TB Junior I C LAT 2017.03.18,2017.03.18,Kaposmérő
6501,Balaton Summer Táncverseny - Junior I C Standard 2022.08.14,2022.08.14,"8700 Marcali, Park utca 16"
6502,"VII. Forma Kupa - Junior I. ""C"" LAT 2014.04.12",2014.04.12,Algyő
6503,XII. Hatvan Kupa - Gyermek II E LAT 2020.08.30,2020.08.30,"3000.Hatvan, Balassi Bálint út 2"
6504,"VI. Kner Kupa C és B Tíztánc OB és Klubközi Táncverseny - Felnőtt ""B"" Tíztánc OB 2014.04.05",2014.04.05,Mezőtúr
6505,Nyugat-Magyarország Területi Bajnokság - TB Junior II D LAT 2016.03.12,2016.03.12,Kaposmérő
6506,XIV. Fekete Sas Kupa - Junior II E LAT 2019.11.10,2019.11.10,"6800. Hódmezővásárhely, Kossuth tér 3."
6507,"U21 STANDARD MB,U21 LATIN MB és Kűr MB - Junior I D Standard 2021.05.15",2021.05.15,6760 Kistelek Kossuth u. 5-7
6508,"II. Danza Kupa - Ifjúsági ""B"" LAT 2014.10.11",2014.10.11,Budapest
6509,"SZIGO Kupa Felnőtt-Ifjúsági Tíztánc, Junior Latin, Senior Standard Ranglista és Klubközi Táncverseny - Junior II E LAT 2016.05.21",2016.05.21,Szentlőrinc
6510,XV. Kistelek Open - WDSF YOUTH OPEN STANDARD 2018.09.23,2018.09.23,Kistelek
6511,XI. Hatvan Kupa - GY2-E-STT 2019.06.02,2019.06.02,"3000. Hatvan, Balassi Bálint út 2."
6512,Euroline Kupa Országos Ranglista Táncverseny - Ifjúsági D LAT 2015.03.14,2015.03.14,Szolnok
6513,-  0000.00.00,0000.00.00,
6514,I. Sundance Kupa - Felnőtt C Standard 2017.05.07,2017.05.07,Baja
6515,IV. Danza Kupa - Junior I E Standard 2015.10.18,2015.10.18,Budapest
6516,11. Danza Kupa - Felnőtt D LAT 2019.04.06,2019.04.06,Budapest
6517,Budapest Open - Ifjúsági E LAT 2018.02.18,2018.02.18,Budapest
6518,Kelet-Magyarország Területi Bajnokság - TB Felnőtt C Standard 2017.03.18,2017.03.18,Szentes
6519,Lászlóvill Kupa - Ifjúsági D LAT 2015.04.18,2015.04.18,Székesfehérvár
6520,33. Bem kupa - Junior I C LAT 2022.10.16,2022.10.16,"1108 Budapest, Mádi u. 173"
6521,D Országos Bajnokság - Ifjúsági E Standard 2016.10.22,2016.10.22,Pécs
6522,26. Bem kupa - Ifjúsági C LAT 2017.04.29,2017.04.29,Mogyoród
6523,Hungarian Open - Junior II D Standard 2017.11.11,2017.11.11,Budapest
6524,"ISIS DANCE OPEN: Felnőtt-Ifjúsági Tíztánc ranglista, Junior Standard ranglista - Gyerek I-II. Haladó Standard 2015.10.17",2015.10.17,Szombathely
6525,XII. Kner Kupa- D Országos Bajnokság és Klubközi Táncverseny - OB Senior III D Standard 2019.10.05,2019.10.05,Mezőtúr
6526,"VIII. FORMA KUPA C Osztályos Országos Bajnokság - Junior II. ""E"" LAT 2014.12.06",2014.12.06,Algyő
6527,"Tíztánc-, Nyolctánc Magyar Bajnokságok - Junior I E LAT 2025.03.08",2025.03.08,Kiskunmajsa Aréna
6528,Közép-Magyarország Területi Bajnokság - TB Junior I C LAT 2023.02.26,2023.02.26,"Csömör, Major út 7-9"
6529,I. Nyíri Lajos Emlékverseny és U21 Tíztánc Magyar Bajnokság - Junior II D Standard 2016.12.11,2016.12.11,Békéscsaba
6530,I. Fonyód Kupa - Felnőtt C LAT 2015.06.07,2015.06.07,Fonyód
6531,III. Tavaszváró Táncverseny - Gyermek II E LAT 2019.03.16,2019.03.16,Nyíregyháza
6532,Kelet-Magyarország TB - TB Senior III D LAT 2025.03.01,2025.03.01,"Kunszentmárton, Kossuth Lajos utca 40"
6533,Nyugat- Magyarország Területi Bajnokság - Ifjúsági C LAT 2022.02.19,2022.02.19,7400 Kaposvár Arany János út 97
6534,"VILÁGTÁNCFESZTIVÁL - FELNŐTT-IFJÚSÁGI LATIN, JUNIOR STANDARD, SENIOR LATIN, PROFESSZIONISTA STANDARD RANGLISTAVERSENY, KLUBKÖZI TÁNCVERSENYEK - RL Junior Standard 2018.05.05",2018.05.05,Budapest
6535,"Felnőtt-Ifjúsági Tíztánc, Junior Standard, Senior Tíztánc és Professzinális Latin Ranglistaverseny, E Hattánc és D Nyolctánc Országos Bajnokság és Klubközi táncverseny - RL Senior Tíztánc 2019.02.23",2019.02.23,Hajdúnánás
6536,-  0000.00.00,0000.00.00,
6537,Kelet-Magyarország Területi Bajnokság - TB Felnőtt B STT 2020.03.07,2020.03.07,Algyői Fehér Ignác Általános Iskola Sportcsarnoka
6538,"XI. RexTerra Kupa U21 Latin MB - Ifjúsági ""E"" LAT 2014.09.28",2014.09.28,Kiskunhalas
6539,-  0000.00.00,0000.00.00,
6540,"IX. Kner Kupa - Felnőtt-Ifjúsági Latin, Junior Standard Ranglista Professzionista Standard Ranglista és klubközi táncverseny - Junior I D Standard 2016.04.09",2016.04.09,Mezőtúr
6541,31. Bem kupa - Felnõtt D LAT 2019.11.24,2019.11.24,"1108 Budapest, Mádi u. 173"
6542,X. Hatvan Kupa - Ifjúsági E LAT 2018.05.06,2018.05.06,Hatvan
6543,Nyugat- Magyarország Területi Bajnokság - Ifjúsági E STT 2021.03.06,2021.03.06,7400 Kaposvár Arany János út 97
6544,"U21 standard MB, U21 latin MB, Kűr MB - Felnőtt C LAT 2020.09.26",2020.09.26,"1213 Budapest, Hollandi út 8"
6545,TáncSport Magyar Bajnokságok - Junior II Standard Magyar Bajnokság 2015.02.07,2015.02.07,Szigetszentmiklós
6546,II. Fonyód Kupa - Junior I C Standard 2016.06.12,2016.06.12,Fonyód
6547,MTÁSZ E Országos Bajnokság és Klubközi Verseny - OB Junior I E Standard 2017.09.30,2017.09.30,Csömör
6548,12. Danza Kupa - Senior IV D Nyolctánc 2020.03.01,2020.03.01,"1044 Budapest, Megyeri út 6"
6549,X. FEKETE SAS KUPA - Ifjúsági D Standard 2015.11.28,2015.11.28,Hódmezővásárhely
6550,TáncSport Magyar Bajnokságok 2014 - Junior I. Tíztánc Magyar Bajno 2014.02.16,2014.02.16,Budapest
6551,C Országos Bajnokság - Junior I E LAT 2018.11.17,2018.11.17,Pécs
6552,MTÁSZ Pest-megyei Régió Bajnokság - TB Felnőtt D LAT 2016.03.12,2016.03.12,Csömör
6553,"SZIGO Kupa Felnőtt-Ifjúsági standard, Junior latin, Senior standard - JUNIOR I-II KÖZÉPHALADÓ LAT 2019.04.13",2019.04.13,Siklós
6554,HODC (Hungarian Open Dancesport Championship) - Ifjúsági-Felnőtt D LAT 2016.10.29,2016.10.29,Budapest
6555,Danza Táncsport Egyesület - Ifjúsági E LAT 2019.10.12,2019.10.12,Budapest
6556,"Felnőtt -Ifjúsági Latin, Junior Standard, Senior Latin Ranglista és Klubközi Táncverseny - Senior E LAT 2015.06.06",2015.06.06,Hajdúböszörmény
6557,Balaton Summer Táncverseny - Junior II E LAT 2021.08.15,2021.08.15,"Marcali, Park u. 16"
6558,Nyugat-Magyarország TB - TB Junior II D LAT 2025.03.01,2025.03.01,7400 Kaposvár Aréna Arany János utca 97
6559,Nyugat-Magyarország Területi Bajnokság - TB Felnőtt B Standard 2017.03.18,2017.03.18,Kaposmérő
6560,TáncSport Magyar Bajnokságok 2018 - Ifjúsági Standard Magyar Bajnokság 2018.02.03,2018.02.03,Szigetszentmiklós
6561,MTÁSZ Pest-megyei Régió Bajnokság - TB Felnőtt A LAT 2018.03.03,2018.03.03,Csömör
6562,"X. Forma Kupa és C Országos Bajnokság,U21 Standard és Latin Magyar Bajnokság - Junior II D LAT 2016.12.03",2016.12.03,Algyő
6563,"Pro-Art Kistelek Kupa, Felnőtt Ifjúsági Latin, Junior Tíztánc, Senior Latin, Profi Standard Ranglista - Junior I C Standard 2019.03.09",2019.03.09,Kistelek
6564,"Felnőtt-Ifjúsági Standard, Junior Tíztánc, Senior Standard, Profi Latin RL - Ifjúsági D Standard 2023.12.09",2023.12.09,SC Csongrád Sághy Mihály Technikum
6565,XXI. Zánkai Táncfesztivál - Ifjúsági C Standard 2015.08.26,2015.08.26,Zánka
6566,VII. Eraklin Kupa - Senior I E LAT 2017.12.09,2017.12.09,Nagykanizsa
6567,"Felnőtt és Ifjúsági Tíztánc, Junior Latin, Senior Tíztánc és Profi Standard Ranglista - Junior I-II E LAT 2019.09.21",2019.09.21,Százhalombatta
6568,"SZIGO Kupa Felnőtt-Ifjúsági Tíztánc, Junior Latin Ranglista, Professzionista Latin Ranglistaverseny - Junior II C LAT 2017.03.25",2017.03.25,Szentlőrinc
6569,II. Tavaszváró Táncverseny - Junior II C LAT 2018.04.07,2018.04.07,Nyíregyháza
6570,XXI. Gála Kupa - Gyermek II D LAT 2019.10.27,2019.10.27,"Zalakerámia Sport- és Rendezvénycsarnok, Zalaegers"
6571,"FLN IFI SEN Latin, JUN Standard, Profi Standard Ranglista és Klubközi táncverseny - Ifjúsági D Standard 2021.06.05",2021.06.05,4080 Hajdúnánás Hunyadi u. 9
6572,Közép-Magyarország TB - Junior I. Kezdő LAT 2025.03.02,2025.03.02,"Csömöri Sportcsarnok,Csömör, Major út 7-9"
6573,Balaton Summer Táncverseny - Szóló Junior E LAT 2023.08.13,2023.08.13,"Marcali, Park utca 16"
6574,Pest Megyei Régió Területi Bajnokság - TB Gyermek II E STT 2015.03.07,2015.03.07,Csömör
6575,XIII. Kistelek Open - Junior II B Standard 2016.09.24,2016.09.24,Kistelek
6576,10. Danza Kupa - Felnőtt B LAT 2018.06.09,2018.06.09,Budapest
6577,iDanceFesztivál2015 - Felnőtt D Standard 2015.11.15,2015.11.15,Pécs
6578,XXIII.Zánkai Táncfesztivál (2017) - Junior I E Standard 2017.08.20,2017.08.20,Zánka
6579,"E OB, U21 10 Tánc MB és Klubközi Verseny - OB Gyermek I E Standard 2024.09.07",2024.09.07,"Csömöri Sportcsarnok 2141. Csömör, Major út 7-9"
6580,Kelet-Magyarország Területi Bajnokság - Ifjúsági A LAT 2021.03.06,2021.03.06,5440 Kunszentmárton Kossuth út 40
6581,C Országos Bajnokság - OB Gyermek II C LAT 2018.11.17,2018.11.17,Pécs
6582,Mecsek Kupa - Tánciskolás Verseny - Gyerek II. Újonc LAT 2014.05.18,2014.05.18,Pécs
6583,Szigo Kupa - Ifjúsági C Standard 2023.04.01,2023.04.01,"Siklós, Gyűdi út 2"
6584,Kelet-Magyarország Területi Bajnokság - TB Senior III D LAT 2016.03.12,2016.03.12,Nyíradony
6585,Nyugat- Magyarország Területi Bajnokság -  Gyermek II D Standard 2020.03.07,2020.03.07,7400 Kaposvár Arany János út 97
6586,XXIV.Zánkai Táncfesztivál - Gyermek II D LAT 2018.08.18,2018.08.18,Zánka
6587,SAVARIA Nemzetközi Táncverseny - Ifjúsági B Standard 2024.12.15,2024.12.15,"9700 Szombathely, Rohonci út 3"
